,Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date
1562,TXN_5486063,Smoothie,3,4.0,12.0,Cash,In-store,2023-05-21
1563,TXN_5488764,Coffee,4,2.0,8.0,Digital Wallet,Takeaway,2023-06-30
1564,TXN_5491825,Cake,4,3.0,12.0,Cash,In-store,2023-06-09
1565,TXN_5492822,Coffee,4,2.0,8.0,Digital Wallet,Takeaway,2023-12-16
1566,TXN_5496019,Cookie,5,1.0,5.0,Cash,In-store,2023-11-26
1567,TXN_5499915,Cookie,2,1.0,2.0,Digital Wallet,Takeaway,2023-02-01
1568,TXN_5506907,Cookie,2,1.0,2.0,Cash,Takeaway,2023-12-08
1569,TXN_5508620,Sandwich,2,4.0,8.0,Cash,In-store,2023-08-26
1570,TXN_5513984,Tea,1,1.5,1.5,Credit Card,In-store,2023-09-13
1571,TXN_5523450,Salad,5,5.0,25.0,Credit Card,Takeaway,2023-07-02
1572,TXN_5525916,Coffee,2,2.0,4.0,Cash,Takeaway,2023-03-02
1573,TXN_5526475,Tea,4,1.5,6.0,Cash,In-store,2023-05-06
1574,TXN_5528426,Smoothie,4,4.0,16.0,Cash,Takeaway,2023-06-01
1575,TXN_5530097,Juice,2,3.0,6.0,Credit Card,Takeaway,2023-12-19
1576,TXN_5530717,Juice,1,3.0,3.0,Credit Card,In-store,2023-03-10
1577,TXN_5531648,Coffee,5,2.0,10.0,Cash,Takeaway,2023-01-23
1578,TXN_5534515,Smoothie,1,4.0,4.0,Credit Card,Takeaway,2023-02-09
1579,TXN_5534944,Tea,5,1.5,7.5,Credit Card,Takeaway,2023-01-26
1580,TXN_5535579,Coffee,5,2.0,10.0,Cash,In-store,2023-12-21
1581,TXN_5536056,Smoothie,3,4.0,12.0,Digital Wallet,Takeaway,2023-12-22
1582,TXN_5537517,Smoothie,3,4.0,12.0,Digital Wallet,Takeaway,2023-10-27
1583,TXN_5537621,Juice,4,3.0,12.0,Digital Wallet,Takeaway,2023-02-28
1584,TXN_5538713,Cookie,2,1.0,2.0,Digital Wallet,Takeaway,2023-09-20
1585,TXN_5546684,Coffee,1,2.0,2.0,Credit Card,In-store,2023-10-02
1586,TXN_5549522,Juice,5,3.0,15.0,Digital Wallet,Takeaway,2023-12-16
1587,TXN_5549557,Cake,2,3.0,6.0,Cash,In-store,2023-02-27
1588,TXN_5556328,Tea,5,1.5,7.5,Digital Wallet,In-store,2023-12-10
1589,TXN_5560205,Coffee,3,2.0,6.0,Cash,In-store,2023-12-22
1590,TXN_5563486,Juice,5,3.0,15.0,Digital Wallet,In-store,2023-03-13
1591,TXN_5563675,Tea,3,1.5,4.5,Digital Wallet,In-store,2023-01-01
1592,TXN_5570967,Coffee,1,2.0,2.0,Credit Card,In-store,2023-12-12
1593,TXN_5571904,Salad,5,5.0,25.0,Digital Wallet,Takeaway,2023-08-05
1594,TXN_5572520,Smoothie,5,4.0,20.0,Cash,Takeaway,2023-05-14
1595,TXN_5575561,Tea,4,1.5,6.0,Digital Wallet,Takeaway,2023-02-13
1596,TXN_5576265,Smoothie,4,4.0,16.0,Credit Card,Takeaway,2023-04-08
1597,TXN_5577030,Cookie,4,1.0,4.0,Digital Wallet,Takeaway,2023-02-15
1598,TXN_5578828,Cookie,4,1.0,4.0,Cash,In-store,2023-05-12
1599,TXN_5582443,Salad,3,5.0,15.0,Credit Card,In-store,2023-04-13
1600,TXN_5583534,Cookie,2,1.0,2.0,Cash,Takeaway,2023-10-31
1601,TXN_5584275,Smoothie,1,4.0,4.0,Credit Card,In-store,2023-07-10
1602,TXN_5588239,Cookie,1,1.0,1.0,Digital Wallet,Takeaway,2023-03-31
1603,TXN_5589433,Cake,2,3.0,6.0,Cash,In-store,2023-03-13
1604,TXN_5591967,Sandwich,1,4.0,4.0,Credit Card,Takeaway,2023-04-08
1605,TXN_5594695,Cake,3,3.0,9.0,Credit Card,In-store,2023-01-18
1606,TXN_5595352,Juice,1,3.0,3.0,Cash,In-store,2023-02-20
1607,TXN_5604797,Coffee,1,2.0,2.0,Cash,In-store,2023-10-13
1608,TXN_5609260,Cookie,5,1.0,5.0,Digital Wallet,In-store,2023-05-02
1609,TXN_5614488,Sandwich,1,4.0,4.0,Credit Card,Takeaway,2023-07-22
1610,TXN_5618631,Coffee,5,2.0,10.0,Credit Card,In-store,2023-12-21
1611,TXN_5618976,Coffee,2,2.0,4.0,Cash,Takeaway,2023-12-05
1612,TXN_5622313,Salad,2,5.0,10.0,Credit Card,In-store,2023-01-07
1613,TXN_5624179,Cookie,1,1.0,1.0,Cash,Takeaway,2023-10-26
1614,TXN_5624860,Tea,3,1.5,4.5,Credit Card,Takeaway,2023-08-22
1615,TXN_5625086,Sandwich,1,4.0,4.0,Credit Card,In-store,2023-06-17
1616,TXN_5625110,Salad,3,5.0,15.0,Digital Wallet,Takeaway,2023-11-07
1617,TXN_5630457,Smoothie,1,4.0,4.0,Credit Card,Takeaway,2023-03-01
1618,TXN_5644235,Salad,4,5.0,20.0,Cash,In-store,2023-03-25
1619,TXN_5649204,Smoothie,1,4.0,4.0,Cash,In-store,2023-03-05
1620,TXN_5654331,Coffee,4,2.0,8.0,Cash,In-store,2023-07-31
1621,TXN_5660949,Cookie,3,1.0,3.0,Credit Card,In-store,2023-01-10
1622,TXN_5661323,Cookie,2,1.0,2.0,Credit Card,Takeaway,2023-05-06
1623,TXN_5661891,Salad,1,5.0,5.0,Digital Wallet,Takeaway,2023-10-28
1624,TXN_5664467,Tea,4,1.5,6.0,Digital Wallet,Takeaway,2023-11-06
1625,TXN_5666369,Juice,2,3.0,6.0,Digital Wallet,In-store,2023-07-17
1626,TXN_5668193,Coffee,5,2.0,10.0,Cash,Takeaway,2023-08-14
1627,TXN_5671075,Tea,5,1.5,7.5,Cash,In-store,2023-12-25
1628,TXN_5673476,Smoothie,4,4.0,16.0,Cash,Takeaway,2023-02-09
1629,TXN_5675095,Sandwich,4,4.0,16.0,Digital Wallet,Takeaway,2023-05-18
1630,TXN_5677869,Juice,5,3.0,15.0,Cash,In-store,2023-11-19
1631,TXN_5683213,Smoothie,2,4.0,8.0,Credit Card,In-store,2023-10-30
1632,TXN_5685028,Cake,5,3.0,15.0,Digital Wallet,Takeaway,2023-08-12
1633,TXN_5686113,Sandwich,5,4.0,20.0,Digital Wallet,In-store,2023-09-09
1634,TXN_5695074,Juice,4,3.0,12.0,Credit Card,Takeaway,2023-04-10
1635,TXN_5697414,Cake,5,3.0,15.0,Credit Card,In-store,2023-02-16
1636,TXN_5701303,Coffee,1,2.0,2.0,Digital Wallet,Takeaway,2023-09-08
1637,TXN_5708913,Cake,2,3.0,6.0,Cash,In-store,2023-04-29
1638,TXN_5714767,Salad,4,5.0,20.0,Digital Wallet,Takeaway,2023-03-02
1639,TXN_5719592,Coffee,1,2.0,2.0,Credit Card,In-store,2023-08-07
1640,TXN_5720183,Cookie,5,1.0,5.0,Credit Card,Takeaway,2023-05-30
1641,TXN_5721846,Cookie,3,1.0,3.0,Cash,Takeaway,2023-04-14
1642,TXN_5722123,Cake,4,3.0,12.0,Digital Wallet,Takeaway,2023-11-23
1643,TXN_5722175,Tea,2,1.5,3.0,Digital Wallet,Takeaway,2023-03-01
1644,TXN_5723229,Juice,5,3.0,15.0,Digital Wallet,Takeaway,2023-06-23
1645,TXN_5726114,Smoothie,3,4.0,12.0,Digital Wallet,Takeaway,2023-07-14
1646,TXN_5734319,Coffee,5,2.0,10.0,Cash,Takeaway,2023-06-01
1647,TXN_5734442,Cookie,4,1.0,4.0,Credit Card,Takeaway,2023-10-01
1648,TXN_5739806,Smoothie,3,4.0,12.0,Credit Card,In-store,2023-09-18
1649,TXN_5743619,Salad,5,5.0,25.0,Digital Wallet,Takeaway,2023-11-07
1650,TXN_5746800,Coffee,4,2.0,8.0,Credit Card,Takeaway,2023-07-04
1651,TXN_5747094,Juice,2,3.0,6.0,Digital Wallet,Takeaway,2023-05-11
1652,TXN_5747509,Cookie,2,1.0,2.0,Cash,In-store,2023-10-30
1653,TXN_5747642,Salad,2,5.0,10.0,Cash,Takeaway,2023-07-26
1654,TXN_5747859,Cake,1,3.0,3.0,Credit Card,Takeaway,2023-03-13
1655,TXN_5750248,Salad,4,5.0,20.0,Digital Wallet,In-store,2023-07-20
1656,TXN_5762440,Sandwich,5,4.0,20.0,Cash,In-store,2023-03-05
1657,TXN_5765294,Cookie,4,1.0,4.0,Digital Wallet,In-store,2023-11-14
1658,TXN_5767393,Smoothie,3,4.0,12.0,Digital Wallet,In-store,2023-09-11
1659,TXN_5776252,Tea,4,1.5,6.0,Cash,Takeaway,2023-08-11
1660,TXN_5777164,Smoothie,1,4.0,4.0,Credit Card,Takeaway,2023-02-07
1661,TXN_5788769,Juice,1,3.0,3.0,Cash,In-store,2023-07-19
1662,TXN_5789560,Juice,2,3.0,6.0,Cash,Takeaway,2023-02-13
1663,TXN_5790078,Juice,4,3.0,12.0,Digital Wallet,Takeaway,2023-04-16
1664,TXN_5790695,Tea,5,1.5,7.5,Credit Card,Takeaway,2023-04-24
1665,TXN_5792655,Juice,1,3.0,3.0,Digital Wallet,Takeaway,2023-12-21
1666,TXN_5793057,Sandwich,3,4.0,12.0,Credit Card,In-store,2023-02-25
1667,TXN_5793417,Sandwich,2,4.0,8.0,Digital Wallet,In-store,2023-12-29
1668,TXN_5795475,Tea,3,1.5,4.5,Digital Wallet,In-store,2023-09-21
1669,TXN_5796131,Smoothie,3,4.0,12.0,Digital Wallet,Takeaway,2023-09-30
1670,TXN_5806624,Cookie,5,1.0,5.0,Credit Card,In-store,2023-07-09
1671,TXN_5808719,Juice,1,3.0,3.0,Cash,In-store,2023-10-01
1672,TXN_5808749,Salad,1,5.0,5.0,Cash,Takeaway,2023-01-25
1673,TXN_5811955,Salad,2,5.0,10.0,Credit Card,Takeaway,2023-06-29
1674,TXN_5822344,Sandwich,5,4.0,20.0,Cash,In-store,2023-09-27
1675,TXN_5823330,Salad,3,5.0,15.0,Digital Wallet,In-store,2023-10-19
1676,TXN_5824950,Coffee,1,2.0,2.0,Credit Card,In-store,2023-12-06
1677,TXN_5832513,Juice,4,3.0,12.0,Cash,In-store,2023-11-02
1678,TXN_5835004,Smoothie,5,4.0,20.0,Credit Card,In-store,2023-04-14
1679,TXN_5845583,Tea,4,1.5,6.0,Cash,In-store,2023-10-19
1680,TXN_5848025,Tea,5,1.5,7.5,Credit Card,In-store,2023-01-19
1681,TXN_5852244,Cake,2,3.0,6.0,Credit Card,Takeaway,2023-10-15
1682,TXN_5855756,Sandwich,1,4.0,4.0,Credit Card,In-store,2023-08-29
1683,TXN_5856820,Tea,2,1.5,3.0,Credit Card,Takeaway,2023-07-18
1684,TXN_5858713,Cookie,2,1.0,2.0,Credit Card,In-store,2023-03-05
1685,TXN_5861158,Sandwich,3,4.0,12.0,Credit Card,Takeaway,2023-11-21
1686,TXN_5862289,Juice,4,3.0,12.0,Digital Wallet,Takeaway,2023-01-05
1687,TXN_5863650,Tea,1,1.5,1.5,Digital Wallet,In-store,2023-08-09
1688,TXN_5868082,Coffee,5,2.0,10.0,Credit Card,In-store,2023-10-22
1689,TXN_5875188,Salad,3,5.0,15.0,Digital Wallet,In-store,2023-07-09
1690,TXN_5880883,Sandwich,5,4.0,20.0,Digital Wallet,In-store,2023-02-02
1691,TXN_5889912,Salad,1,5.0,5.0,Cash,In-store,2023-09-26
1692,TXN_5892508,Smoothie,1,4.0,4.0,Credit Card,Takeaway,2023-03-21
1693,TXN_5894676,Smoothie,5,4.0,20.0,Credit Card,Takeaway,2023-06-17
1694,TXN_5896728,Juice,4,3.0,12.0,Digital Wallet,Takeaway,2023-10-06
1695,TXN_5901182,Sandwich,5,4.0,20.0,Digital Wallet,In-store,2023-07-15
1696,TXN_5902629,Cookie,3,1.0,3.0,Cash,Takeaway,2023-01-26
1697,TXN_5909816,Juice,5,3.0,15.0,Cash,Takeaway,2023-09-19
1698,TXN_5913013,Cookie,2,1.0,2.0,Credit Card,Takeaway,2023-11-29
1699,TXN_5914284,Coffee,2,2.0,4.0,Credit Card,Takeaway,2023-06-25
1700,TXN_5915706,Tea,1,1.5,1.5,Cash,In-store,2023-08-18
1701,TXN_5916991,Juice,2,3.0,6.0,Digital Wallet,Takeaway,2023-02-06
1702,TXN_5919038,Cookie,1,1.0,1.0,Credit Card,In-store,2023-12-15
1703,TXN_5921442,Smoothie,4,4.0,16.0,Cash,Takeaway,2023-02-04
1704,TXN_5922981,Salad,5,5.0,25.0,Digital Wallet,Takeaway,2023-11-10
1705,TXN_5926432,Smoothie,4,4.0,16.0,Cash,In-store,2023-06-29
1706,TXN_5927925,Juice,4,3.0,12.0,Digital Wallet,In-store,2023-11-02
1707,TXN_5929797,Sandwich,1,4.0,4.0,Credit Card,In-store,2023-05-12
1708,TXN_5932892,Juice,4,3.0,12.0,Digital Wallet,In-store,2023-11-19
1709,TXN_5933480,Sandwich,3,4.0,12.0,Digital Wallet,In-store,2023-09-04
1710,TXN_5934526,Coffee,5,2.0,10.0,Credit Card,In-store,2023-05-27
1711,TXN_5939363,Tea,5,1.5,7.5,Credit Card,In-store,2023-02-14
1712,TXN_5944206,Cookie,5,1.0,5.0,Digital Wallet,Takeaway,2023-05-12
1713,TXN_5946779,Sandwich,1,4.0,4.0,Cash,In-store,2023-05-25
1714,TXN_5956755,Sandwich,5,4.0,20.0,Digital Wallet,Takeaway,2023-03-05
1715,TXN_5960979,Coffee,5,2.0,10.0,Digital Wallet,In-store,2023-05-03
1716,TXN_5962196,Smoothie,2,4.0,8.0,Cash,Takeaway,2023-11-29
1717,TXN_5963749,Cake,1,3.0,3.0,Digital Wallet,In-store,2023-11-04
1718,TXN_5965095,Salad,4,5.0,20.0,Digital Wallet,In-store,2023-06-16
1719,TXN_5966765,Cake,5,3.0,15.0,Credit Card,Takeaway,2023-11-09
1720,TXN_5968705,Sandwich,3,4.0,12.0,Credit Card,Takeaway,2023-12-16
1721,TXN_5968921,Salad,5,5.0,25.0,Credit Card,Takeaway,2023-10-10
1722,TXN_5974796,Sandwich,4,4.0,16.0,Cash,In-store,2023-11-09
1723,TXN_5977414,Cake,2,3.0,6.0,Credit Card,In-store,2023-08-06
1724,TXN_5983031,Juice,3,3.0,9.0,Digital Wallet,In-store,2023-03-09
1725,TXN_5991995,Cake,1,3.0,3.0,Digital Wallet,In-store,2023-01-08
1726,TXN_5992166,Juice,5,3.0,15.0,Cash,Takeaway,2023-10-01
1727,TXN_6000201,Cookie,3,1.0,3.0,Cash,Takeaway,2023-02-16
1728,TXN_6000890,Coffee,3,2.0,6.0,Digital Wallet,In-store,2023-01-06
1729,TXN_6004431,Sandwich,2,4.0,8.0,Cash,Takeaway,2023-04-07
1730,TXN_6009395,Sandwich,4,4.0,16.0,Cash,In-store,2023-07-20
1731,TXN_6012446,Smoothie,4,4.0,16.0,Cash,Takeaway,2023-07-20
1732,TXN_6012728,Cake,4,3.0,12.0,Credit Card,In-store,2023-05-09
1733,TXN_6013024,Juice,3,3.0,9.0,Credit Card,Takeaway,2023-09-06
1734,TXN_6013295,Juice,2,3.0,6.0,Cash,Takeaway,2023-11-07
1735,TXN_6014389,Cookie,5,1.0,5.0,Credit Card,In-store,2023-07-21
1736,TXN_6016707,Juice,1,3.0,3.0,Cash,In-store,2023-06-27
1737,TXN_6018020,Cookie,2,1.0,2.0,Credit Card,Takeaway,2023-01-12
1738,TXN_6020552,Sandwich,2,4.0,8.0,Cash,Takeaway,2023-01-14
1739,TXN_6021173,Juice,5,3.0,15.0,Cash,Takeaway,2023-12-16
1740,TXN_6021363,Sandwich,2,4.0,8.0,Credit Card,Takeaway,2023-01-11
1741,TXN_6022618,Smoothie,1,4.0,4.0,Digital Wallet,In-store,2023-12-18
1742,TXN_6024625,Coffee,5,2.0,10.0,Digital Wallet,Takeaway,2023-09-13
1743,TXN_6025054,Coffee,1,2.0,2.0,Credit Card,Takeaway,2023-03-10
1744,TXN_6026451,Juice,2,3.0,6.0,Cash,In-store,2023-11-06
1745,TXN_6027031,Juice,5,3.0,15.0,Credit Card,In-store,2023-11-15
1746,TXN_6034920,Cookie,1,1.0,1.0,Credit Card,In-store,2023-09-09
1747,TXN_6035512,Cake,5,3.0,15.0,Cash,Takeaway,2023-02-19
1748,TXN_6035534,Salad,4,5.0,20.0,Credit Card,In-store,2023-12-18
1749,TXN_6036240,Cake,4,3.0,12.0,Credit Card,In-store,2023-10-30
1750,TXN_6036409,Tea,5,1.5,7.5,Cash,Takeaway,2023-02-16
1751,TXN_6037144,Tea,3,1.5,4.5,Cash,Takeaway,2023-09-02
1752,TXN_6038791,Juice,2,3.0,6.0,Digital Wallet,In-store,2023-03-06
1753,TXN_6040882,Cookie,1,1.0,1.0,Cash,In-store,2023-06-06
1754,TXN_6046363,Smoothie,5,4.0,20.0,Digital Wallet,Takeaway,2023-03-20
1755,TXN_6047742,Smoothie,5,4.0,20.0,Digital Wallet,In-store,2023-12-11
1756,TXN_6052901,Smoothie,5,4.0,20.0,Credit Card,Takeaway,2023-08-16
1757,TXN_6053755,Cookie,4,1.0,4.0,Digital Wallet,Takeaway,2023-01-18
1758,TXN_6057379,Salad,5,5.0,25.0,Credit Card,Takeaway,2023-03-18
1759,TXN_6063689,Cookie,3,1.0,3.0,Cash,In-store,2023-02-01
1760,TXN_6063966,Juice,2,3.0,6.0,Digital Wallet,Takeaway,2023-10-24
1761,TXN_6064232,Tea,2,1.5,3.0,Credit Card,Takeaway,2023-04-09
1762,TXN_6064301,Cookie,1,1.0,1.0,Credit Card,Takeaway,2023-07-12
1763,TXN_6067979,Sandwich,1,4.0,4.0,Credit Card,In-store,2023-07-29
1764,TXN_6068074,Smoothie,2,4.0,8.0,Cash,In-store,2023-06-01
1765,TXN_6069730,Juice,1,3.0,3.0,Cash,In-store,2023-02-05
1766,TXN_6071339,Coffee,5,2.0,10.0,Cash,Takeaway,2023-10-17
1767,TXN_6073195,Sandwich,3,4.0,12.0,Credit Card,Takeaway,2023-09-13
1768,TXN_6076602,Tea,4,1.5,6.0,Credit Card,In-store,2023-02-07
1769,TXN_6078834,Smoothie,1,4.0,4.0,Digital Wallet,Takeaway,2023-04-28
1770,TXN_6083650,Coffee,2,2.0,4.0,Digital Wallet,Takeaway,2023-07-01
1771,TXN_6086123,Juice,3,3.0,9.0,Credit Card,Takeaway,2023-11-17
1772,TXN_6090715,Juice,3,3.0,9.0,Credit Card,In-store,2023-11-14
1773,TXN_6091542,Juice,5,3.0,15.0,Digital Wallet,Takeaway,2023-01-17
1774,TXN_6092344,Cookie,5,1.0,5.0,Credit Card,Takeaway,2023-12-04
1775,TXN_6097664,Salad,4,5.0,20.0,Digital Wallet,In-store,2023-11-27
1776,TXN_6097759,Smoothie,4,4.0,16.0,Cash,In-store,2023-06-18
1777,TXN_6101067,Smoothie,1,4.0,4.0,Credit Card,Takeaway,2023-09-05
1778,TXN_6110386,Smoothie,1,4.0,4.0,Cash,In-store,2023-03-17
1779,TXN_6111710,Salad,3,5.0,15.0,Credit Card,In-store,2023-06-18
1780,TXN_6112765,Coffee,2,2.0,4.0,Credit Card,Takeaway,2023-07-21
1781,TXN_6113452,Sandwich,2,4.0,8.0,Cash,Takeaway,2023-09-21
1782,TXN_6113876,Cake,3,3.0,9.0,Cash,In-store,2023-03-01
1783,TXN_6117497,Coffee,2,2.0,4.0,Digital Wallet,In-store,2023-02-13
1784,TXN_6119081,Coffee,2,2.0,4.0,Cash,In-store,2023-09-27
1785,TXN_6119798,Salad,1,5.0,5.0,Credit Card,In-store,2023-09-19
1786,TXN_6120851,Salad,5,5.0,25.0,Cash,Takeaway,2023-02-04
1787,TXN_6121301,Smoothie,5,4.0,20.0,Digital Wallet,Takeaway,2023-01-07
1788,TXN_6128621,Salad,3,5.0,15.0,Digital Wallet,In-store,2023-11-10
1789,TXN_6129205,Sandwich,5,4.0,20.0,Cash,In-store,2023-07-20
1790,TXN_6135727,Juice,4,3.0,12.0,Digital Wallet,Takeaway,2023-12-15
1791,TXN_6142529,Tea,5,1.5,7.5,Credit Card,In-store,2023-07-21
1792,TXN_6145837,Cake,5,3.0,15.0,Digital Wallet,Takeaway,2023-08-27
1793,TXN_6152588,Coffee,3,2.0,6.0,Cash,Takeaway,2023-11-21
1794,TXN_6164035,Cookie,1,1.0,1.0,Credit Card,Takeaway,2023-03-30
1795,TXN_6169633,Salad,4,5.0,20.0,Credit Card,Takeaway,2023-12-20
1796,TXN_6170729,Sandwich,3,4.0,12.0,Cash,In-store,2023-11-07
1797,TXN_6172528,Smoothie,3,4.0,12.0,Credit Card,In-store,2023-05-18
1798,TXN_6177161,Tea,5,1.5,7.5,Credit Card,In-store,2023-04-01
1799,TXN_6177334,Juice,1,3.0,3.0,Credit Card,In-store,2023-02-15
1800,TXN_6179169,Sandwich,2,4.0,8.0,Cash,In-store,2023-10-21
1801,TXN_6182856,Cake,4,3.0,12.0,Credit Card,Takeaway,2023-04-02
1802,TXN_6188262,Juice,1,3.0,3.0,Cash,Takeaway,2023-10-24
1803,TXN_6188394,Juice,5,3.0,15.0,Credit Card,In-store,2023-10-05
1804,TXN_6188931,Cake,5,3.0,15.0,Digital Wallet,In-store,2023-01-28
1805,TXN_6189334,Sandwich,1,4.0,4.0,Cash,In-store,2023-01-12
1806,TXN_6191769,Salad,1,5.0,5.0,Credit Card,Takeaway,2023-05-17
1807,TXN_6201227,Salad,2,5.0,10.0,Cash,Takeaway,2023-01-15
1808,TXN_6202015,Cookie,2,1.0,2.0,Credit Card,Takeaway,2023-08-22
1809,TXN_6202631,Tea,2,1.5,3.0,Digital Wallet,Takeaway,2023-07-29
1810,TXN_6204081,Cake,1,3.0,3.0,Digital Wallet,Takeaway,2023-07-12
1811,TXN_6216278,Coffee,4,2.0,8.0,Credit Card,In-store,2023-11-06
1812,TXN_6218380,Cookie,4,1.0,4.0,Cash,In-store,2023-02-07
1813,TXN_6219454,Tea,1,1.5,1.5,Cash,In-store,2023-11-14
1814,TXN_6219634,Salad,1,5.0,5.0,Cash,Takeaway,2023-09-11
1815,TXN_6225305,Cake,1,3.0,3.0,Cash,Takeaway,2023-05-05
1816,TXN_6225571,Smoothie,2,4.0,8.0,Credit Card,Takeaway,2023-09-13
1817,TXN_6231475,Salad,2,5.0,10.0,Credit Card,In-store,2023-03-18
1818,TXN_6232398,Juice,2,3.0,6.0,Cash,In-store,2023-07-05
1819,TXN_6233021,Juice,5,3.0,15.0,Digital Wallet,Takeaway,2023-12-22
1820,TXN_6234070,Smoothie,2,4.0,8.0,Credit Card,Takeaway,2023-01-31
1821,TXN_6235329,Salad,2,5.0,10.0,Digital Wallet,In-store,2023-10-11
1822,TXN_6236737,Juice,5,3.0,15.0,Cash,In-store,2023-03-19
1823,TXN_6236864,Tea,2,1.5,3.0,Digital Wallet,In-store,2023-08-17
1824,TXN_6241505,Smoothie,4,4.0,16.0,Cash,Takeaway,2023-11-20
1825,TXN_6243519,Coffee,3,2.0,6.0,Cash,Takeaway,2023-03-03
1826,TXN_6249754,Smoothie,1,4.0,4.0,Credit Card,Takeaway,2023-10-21
1827,TXN_6257776,Juice,5,3.0,15.0,Cash,In-store,2023-10-28
1828,TXN_6258471,Coffee,5,2.0,10.0,Digital Wallet,In-store,2023-09-23
1829,TXN_6259087,Sandwich,2,4.0,8.0,Digital Wallet,In-store,2023-12-27
1830,TXN_6262910,Cake,4,3.0,12.0,Cash,Takeaway,2023-07-02
1831,TXN_6265760,Cake,1,3.0,3.0,Credit Card,Takeaway,2023-06-21
1832,TXN_6266147,Juice,3,3.0,9.0,Credit Card,In-store,2023-01-31
1833,TXN_6268823,Smoothie,2,4.0,8.0,Digital Wallet,Takeaway,2023-04-18
1834,TXN_6271633,Juice,2,3.0,6.0,Digital Wallet,In-store,2023-03-07
1835,TXN_6272473,Coffee,4,2.0,8.0,Cash,Takeaway,2023-03-06
1836,TXN_6272908,Juice,3,3.0,9.0,Cash,Takeaway,2023-12-01
1837,TXN_6276679,Cookie,3,1.0,3.0,Digital Wallet,Takeaway,2023-11-08
1838,TXN_6277500,Coffee,4,2.0,8.0,Credit Card,Takeaway,2023-01-09
1839,TXN_6283718,Smoothie,3,4.0,12.0,Digital Wallet,Takeaway,2023-07-20
1840,TXN_6287890,Tea,5,1.5,7.5,Credit Card,Takeaway,2023-02-07
1841,TXN_6289180,Juice,1,3.0,3.0,Cash,In-store,2023-03-14
1842,TXN_6295420,Juice,1,3.0,3.0,Digital Wallet,Takeaway,2023-09-27
1843,TXN_6301600,Juice,4,3.0,12.0,Digital Wallet,In-store,2023-02-28
1844,TXN_6303383,Cake,4,3.0,12.0,Digital Wallet,In-store,2023-09-22
1845,TXN_6304285,Cake,5,3.0,15.0,Digital Wallet,Takeaway,2023-11-16
1846,TXN_6306555,Smoothie,1,4.0,4.0,Digital Wallet,Takeaway,2023-04-12
1847,TXN_6309570,Smoothie,1,4.0,4.0,Digital Wallet,In-store,2023-09-26
1848,TXN_6309965,Cake,5,3.0,15.0,Digital Wallet,Takeaway,2023-06-14
1849,TXN_6316959,Tea,2,1.5,3.0,Cash,In-store,2023-11-10
1850,TXN_6317991,Cookie,5,1.0,5.0,Digital Wallet,In-store,2023-03-03
1851,TXN_6318017,Tea,3,1.5,4.5,Cash,In-store,2023-06-23
1852,TXN_6323914,Juice,1,3.0,3.0,Credit Card,In-store,2023-03-19
1853,TXN_6324434,Coffee,4,2.0,8.0,Cash,Takeaway,2023-12-04
1854,TXN_6324687,Smoothie,1,4.0,4.0,Credit Card,Takeaway,2023-03-03
1855,TXN_6332405,Juice,3,3.0,9.0,Digital Wallet,Takeaway,2023-12-03
1856,TXN_6335423,Coffee,2,2.0,4.0,Credit Card,In-store,2023-06-18
1857,TXN_6336973,Coffee,4,2.0,8.0,Digital Wallet,Takeaway,2023-03-21
1858,TXN_6345619,Cake,5,3.0,15.0,Digital Wallet,Takeaway,2023-12-09
1859,TXN_6347472,Tea,1,1.5,1.5,Digital Wallet,In-store,2023-03-22
1860,TXN_6347670,Tea,2,1.5,3.0,Digital Wallet,In-store,2023-06-24
1861,TXN_6348409,Salad,3,5.0,15.0,Credit Card,Takeaway,2023-07-26
1862,TXN_6349424,Sandwich,5,4.0,20.0,Cash,Takeaway,2023-02-24
1863,TXN_6360132,Sandwich,4,4.0,16.0,Cash,Takeaway,2023-09-16
1864,TXN_6360436,Cake,2,3.0,6.0,Digital Wallet,Takeaway,2023-09-13
1865,TXN_6361593,Sandwich,4,4.0,16.0,Digital Wallet,Takeaway,2023-08-29
1866,TXN_6363897,Salad,5,5.0,25.0,Credit Card,Takeaway,2023-11-26
1867,TXN_6368719,Cake,4,3.0,12.0,Credit Card,Takeaway,2023-01-03
1868,TXN_6369590,Salad,5,5.0,25.0,Digital Wallet,Takeaway,2023-10-26
1869,TXN_6370625,Sandwich,3,4.0,12.0,Credit Card,In-store,2023-08-26
1870,TXN_6371264,Smoothie,5,4.0,20.0,Cash,Takeaway,2023-02-27
1871,TXN_6372031,Juice,3,3.0,9.0,Digital Wallet,In-store,2023-08-11
1872,TXN_6372515,Cookie,1,1.0,1.0,Digital Wallet,In-store,2023-11-22
1873,TXN_6373380,Coffee,4,2.0,8.0,Cash,In-store,2023-07-21
1874,TXN_6377838,Cake,2,3.0,6.0,Digital Wallet,Takeaway,2023-02-19
1875,TXN_6378045,Sandwich,5,4.0,20.0,Digital Wallet,In-store,2023-05-07
1876,TXN_6380550,Coffee,5,2.0,10.0,Cash,In-store,2023-01-05
1877,TXN_6381860,Coffee,1,2.0,2.0,Digital Wallet,In-store,2023-08-21
1878,TXN_6382322,Tea,3,1.5,4.5,Digital Wallet,In-store,2023-12-14
1879,TXN_6386388,Tea,3,1.5,4.5,Credit Card,Takeaway,2023-05-21
